姓名,出生年,單位,量級,體重,蹲舉,S.Rk,臥舉,B.Rk,硬舉,D.Rk,總和,T.Rk,賽制,賽事,組別,日期,地點
卓真儀,-,個人(屏東縣),69kg,-,132.5,2,57.5,4,130.0,3,320.0,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
黃靜,-,個人(臺北市),69kg,-,125.0,4,62.5,3,122.5,4,310.0,4,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
宋馬巧如,-,新竹市健力協會,69kg,-,112.5,5,42.5,5,112.5,5,267.5,5,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
李沂蓁,-,雲林縣體育會健力委員會,76kg,-,145.0,1,47.5,2,160.0,1,352.5,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
段宜,-,新竹市健力協會,76kg,-,112.5,2,52.5,1,120.0,2,285.0,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
黃柔瑄,-,個人(彰化縣),76kg,-,97.5,3,40.0,3,105.0,3,242.5,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
游英思,-,彰化縣體育會健力委員會,84kg,-,172.5,1,97.5,1,205.0,1,475.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
吳育雯,-,閃電力量,84kg,-,160.0,2,60.0,2,155.0,2,375.0,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
古心薇,-,正修科技大學,84+kg,-,170.0,1,90.0,1,155.0,1,415.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
邱心如,-,高雄市,84+kg,-,60.0,2,40.0,2,75.0,2,175.0,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
王靖宇,-,宜蘭縣體育會健力委員會,59kg,-,145.0,2,97.5,2,185.0,1,427.5,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青男子組1,2026-3,高雄市苓雅運動中心2樓西館
陳冠群,-,個人(新北市),59kg,-,157.5,1,97.5,3,167.5,3,422.5,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青男子組1,2026-3,高雄市苓雅運動中心2樓西館
王麓瑋,-,個人(高雄市),59kg,-,135.0,3,100.5,1,177.5,2,413.0,3,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青男子組1,2026-3,高雄市苓雅運動中心2樓西館
賴淨志,-,史壯健身,74kg,-,145.0,1,110.0,1,170.0,1,425.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青男子組1,2026-3,高雄市苓雅運動中心2樓西館
林竑勝,-,個人(台中市),83kg,-,170.0,2,167.5,1,232.5,1,570.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青男子組1,2026-3,高雄市苓雅運動中心2樓西館
洪梵恩,-,個人,83kg,-,215.0,1,135.0,2,217.5,2,567.5,2,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青男子組1,2026-3,高雄市苓雅運動中心2樓西館
鄧銘宗,-,個人(臺北市),93kg,-,220.0,1,140.0,1,240.0,1,600.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青男子組1,2026-3,高雄市苓雅運動中心2樓西館
廖坤帝,-,個人(嘉義縣),120kg,-,290.0,1,195.5,1,295.5,1,781.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青男子組1,2026-3,高雄市苓雅運動中心2樓西館
江忠翰,-,高雄市,120+kg,-,305.0,1,200.0,1,300.0,1,805.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青男子組1,2026-3,高雄市苓雅運動中心2樓西館
鄭鈺女,-,個人(澎湖縣),47kg,-,62.5,1,35.0,1,110.0,1,207.5,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青女子組1,2026-3,高雄市苓雅運動中心2樓西館
吳豊彬,-,高雄市,59kg,-,60.0,1,60.0,1,150.0,1,270.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青女子組1,2026-3,高雄市苓雅運動中心2樓西館
陳世傑,-,史壯健身,93kg,-,180.0,1,115.0,1,170.0,1,465.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青男子組2,2026-3,高雄市苓雅運動中心2樓西館
楊方婷,-,個人(新北市),57kg,-,120.0,1,57.5,1,125.0,1,302.5,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青女子組2,2026-3,高雄市苓雅運動中心2樓西館
傅健民,-,個人,93kg,-,190.0,1,115.0,1,210.0,1,515.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青男子組3,2026-3,高雄市苓雅運動中心2樓西館
陳雪玲,-,個人(新北市),52kg,-,57.5,1,30.0,1,80.0,1,167.5,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青女子組3,2026-3,高雄市苓雅運動中心2樓西館
李彩薇,-,個人(嘉義市),69kg,-,95.0,1,45.0,1,120.5,1,260.5,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青女子組3,2026-3,高雄市苓雅運動中心2樓西館
黃見利,-,新竹市健力協會,83kg,-,120.0,1,115.0,1,100.0,1,335.0,1,經典,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,長青男子組4,2026-3,高雄市苓雅運動中心2樓西館
潘柏沅,-,台鋼科技大學,59kg,-,125.0,1,75.0,1,195.0,1,395.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
田君寶,-,花蓮縣體育會健力委員會,66kg,-,240.0,1,130.0,1,240.0,1,610.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
謝沛穎,-,新北市體育總會健力委員會,74kg,-,272.5,1,233.0,1,245.0,2,750.5,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
陳穎儒,-,彰化縣體育會健力委員會,74kg,-,260.0,2,135.0,2,262.5,1,657.5,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
黃紀夫,-,個人(新北市),83kg,-,200.0,2,155.0,2,230.0,1,585.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
林哲宇,-,個人(台中市),83kg,-,230.0,1,157.5,1,190.0,2,577.5,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
吳為淳,-,新北市體育總會健力委員會,93kg,-,350.0,2,280.0,1,290.0,1,920.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
陳韋安,-,新北市體育總會健力委員會,93kg,-,350.0,3,240.0,2,285.0,2,875.0,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
吳柏昇,-,新竹市健力協會,93kg,-,355.0,1,235.0,3,240.0,4,830.0,3,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
顏邵葵,-,正修科技大學,93kg,-,305.0,4,180.0,4,250.0,3,735.0,4,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
沈智鈺,-,台鋼科技大學,93kg,-,75.0,5,75.0,5,75.0,5,225.0,5,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
蔡志偉,-,新北市體育總會健力委員會,105kg,-,325.0,1,300.5,1,275.0,2,900.5,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
黃碁軒,-,高雄市,105kg,-,310.0,2,200.0,2,280.0,1,790.0,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
袁皓哲,-,新竹市健力協會,105kg,-,250.0,3,177.5,3,240.0,3,667.5,3,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
林鴻麟,-,個人(臺南市),120kg,-,330.0,1,207.5,1,375.0,1,912.5,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
柯冠廷,-,花蓮縣體育會健力委員會,120+kg,-,430.0,1,230.0,1,260.0,1,920.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開男子組,2026-3,高雄市苓雅運動中心2樓西館
劉美香,-,高雄市,47kg,-,150.0,1,60.0,2,170.0,1,380.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
李純,-,個人(臺北市),47kg,-,97.5,2,65.0,1,135.0,2,297.5,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
方慧玲,-,個人(花蓮縣),52kg,-,165.0,1,95.0,1,195.5,1,455.5,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
許毓庭,-,史壯健身,52kg,-,145.0,2,80.0,2,150.0,2,375.0,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
蕭珮婷,-,個人(嘉義縣),57kg,-,95.0,2,60.0,1,120.0,2,275.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
林雨宣,-,個人,57kg,-,100.0,1,40.0,3,100.0,3,240.0,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
黃佩雯,-,史壯健身,57kg,-,-,0,52.5,2,162.5,1,-,-,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
高侑蓁,-,宜蘭縣體育會健力委員會,63kg,-,212.5,1,97.5,2,175.0,1,485.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
李燕青,-,史壯健身,63kg,-,-,0,100.0,1,172.5,2,-,-,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
周怡倩,-,個人,69kg,-,150.0,2,85.0,1,157.5,2,392.5,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
方映婷,-,史壯健身,69kg,-,160.0,1,-,0,160.0,1,-,-,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
許小莉,-,個人(高雄市),76kg,-,210.0,1,110.0,1,210.0,1,530.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
孫雅鈺,-,新北市體育總會健力委員會,76kg,-,180.0,2,100.0,2,195.0,2,475.0,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
雷宜潔,-,台鋼科技大學,84kg,-,125.0,1,40.0,1,125.0,1,290.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
古心薇,-,正修科技大學,84+kg,-,235.0,1,125.0,1,175.0,1,535.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
李欣穎,-,台鋼科技大學,84+kg,-,75.0,2,60.0,2,75.0,2,210.0,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,公開女子組,2026-3,高雄市苓雅運動中心2樓西館
許勝凱,-,國立土庫商工,53kg,-,150.0,1,80.0,1,170.0,1,400.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
吳梓進,-,個人(新竹縣),53kg,-,110.0,2,70.0,2,150.0,2,330.0,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
羅盛捷,-,臺中市私立新民高級中學B,59kg,-,140.0,1,65.0,1,140.0,1,345.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
張軒宇,-,國立土庫商工,59kg,-,105.0,2,60.0,2,130.0,2,295.0,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
楊澄粵,-,高雄市立鼓山高中B,66kg,-,190.0,2,75.0,4,157.5,2,422.5,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
王彥傑,-,臺中市私立新民高中,66kg,-,167.5,3,75.0,3,157.5,1,400.0,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
王昱鈞,-,臺中市私立新民高中,66kg,-,210.0,1,60.0,5,120.0,6,390.0,3,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
盧敬鈞,-,國立金門高級農工職業學校,66kg,-,140.0,5,75.0,2,145.0,4,360.0,4,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
林稚閎,-,臺中市私立新民高級中學B,66kg,-,147.5,4,77.5,1,120.0,5,345.0,5,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
張詠淯,-,國立斗六高級家事商業職業學校,66kg,-,120.0,6,52.5,6,147.5,3,320.0,6,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
吳定潢,-,國立土庫商工,74kg,-,220.0,1,130.0,1,260.0,1,610.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
李宥辰,-,國立金門高中,74kg,-,200.0,2,112.5,3,220.0,2,532.5,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
楊承諺,-,國立二林工商,74kg,-,200.0,3,115.0,2,202.5,3,517.5,3,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
曹宇翔,-,臺中市私立新民高中,74kg,-,192.5,4,105.0,4,190.0,4,487.5,4,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
蘇上銘,-,臺中市私立新民高級中學B,74kg,-,150.0,6,105.0,5,140.0,5,395.0,5,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
高紳旭,-,高雄市立鼓山高中B,74kg,-,140.0,7,75.0,6,120.0,7,335.0,6,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
王泓棋,-,高雄市立鼓山高中B,74kg,-,120.0,8,50.0,7,120.0,6,290.0,7,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
黃冠宇,-,臺中市私立新民高級中學B,74kg,-,160.0,5,-,0,-,0,-,-,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
余濰銘,-,國立玉里高中,83kg,-,282.0,1,165.0,1,265.0,1,712.0,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
蔡定利,-,臺中市立大里高中,83kg,-,215.0,2,95.0,3,210.0,2,520.0,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
王仁泓,-,臺中市私立新民高中,83kg,-,165.0,4,87.5,5,200.0,3,452.5,3,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
宋冠均,-,臺中市私立新民高級中學B,83kg,-,150.0,6,90.0,4,180.0,4,420.0,4,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
蔡和宇,-,臺中市私立新民高中,83kg,-,165.0,3,95.0,2,155.0,5,415.0,5,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
曾坤浩,-,高雄市立鼓山高中B,83kg,-,160.0,5,60.0,7,120.0,7,340.0,6,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
吳董忠鎮,-,臺中市私立新民高級中學B,83kg,-,130.0,7,65.0,6,130.0,6,325.0,7,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
鄭宥滕,-,臺中市立大里高中,93kg,-,262.5,1,125.0,3,272.0,1,659.5,1,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
高浚秝,-,國立土庫商工,93kg,-,230.0,2,125.0,2,240.0,2,595.0,2,裝備,中華民國114學年度中等學校暨115年全國青年盃健力錦標賽,高中男子組,2026-3,高雄市苓雅運動中心2樓西館
